"route_boulder","name","location_name","sector_name","area_name","country_code","date","type","sub_type","rating","project","tries","repeats","difficulty","perceived_hardness","comment","height","recommended","sits"
"BOULDER","Bird Dog","Sugarloaf","Unknown Sector","Tahoe (CA)","US","2021-03-03T12:00:00Z","rp",,"4","0","35","null","7B+",,"Hard as hell. Justin obviously day flashed it with his usual slab steez. after a gnarly whipper, i managed to pull it off. pretty ugly send, this is not my style. really happy to train my weaknesses with the tech master. all the love Justin!","null","0","null"
"BOULDER","Montezuma's Revenge","Ahwahnee","Unknown Sector","Yosemite (CA)","US","2021-03-07T12:00:00Z","rp",,"4","0","35","null","7C",,"i waged a war with this boulder. what began as a quick stop on the way home one day, became a multi session epic battle with several punts. pumpy. amazing movement. ill have to come back for the right exit.","null","0","null"
"BOULDER","Battle of the Bulge","Camp 4","Unknown Sector","Yosemite (CA)","US","2021-03-07T12:00:00Z","rp",,"4","0","35","null","7A",,"that pinch/crimp is really weird. did a big jump out right. honestly...kinda hard.","null","0","null"
"BOULDER","Slice of Life","The Loop","Unknown Sector","Yosemite (CA)","US","2021-03-07T12:00:00Z","rp",,"4","0","35","null","7A+",,"beautiful boulder!","null","0","null"
"BOULDER","Wonder No More","Columbia","Lower Arboretum",,"US","2021-03-08T12:00:00Z","rp",,"4","0","35","null","7A+",,"Vishaal unlocked some stealth gaston beta to get into the final undercling, and i found a drop knee to make the last move static. team send.","null","0","null"
"BOULDER","The Fang","Columbia","Lower Arb",,"US","2021-03-08T12:00:00Z","rp",,"4","0","35","null","6C",,"came for a warm up......this was no warm up. full try hard. amazing problem. good work vishaal!","null","0","null"
"BOULDER","Traverse Into Triple Cracks","Columbia","Lower Arboretum",,"US","2021-03-08T12:00:00Z","rp",,"4","0","35","null","7B+",,"Adds more awesome movement into an already amazing boulder. really clean, does not feel contrived at all. flows well. the stars are well deserved. found some nice, less dynamic sequence for the top thanks to Vishaal, who lead the send train with a send of the stand. Good day.","null","0","null"
"BOULDER","Try Me","Columbia","Lower Arb",,"US","2021-03-08T12:00:00Z","rp",,"4","0","35","null","7A",,"hard, like everything else in Columbia. Vishaal with the clutch spray down, only took a few goes.","null","0","null"
"BOULDER","Static Reach super low","Indian Rock","Unknown Sector","Castle Rocks (ID)","US","2021-03-13T12:00:00Z","rp",,"4","0","35","null","7B+",,"double toe hook shorty beta. v8?","null","0","null"
"BOULDER","Right Hand Indian Man","Indian Rock","Unknown Sector","Castle Rocks (ID)","US","2021-03-13T12:00:00Z","rp",,"3","0","35","null","7A+",,"overlooked this one in times past. pretty darn good.","null","0","null"
"BOULDER","Clam Digger","Indian Rock","Unknown Sector","Castle Rocks (ID)","US","2021-03-13T12:00:00Z","rp",,"3","0","35","null","7C",,"sloper endurance. basically. climbs pretty good for how lowball it is.","null","0","null"
"BOULDER","Wonder No More Right Sit","Columbia","Lower Arboretum",,"US","2021-03-14T12:00:00Z","rp",,"4","0","35","null","7B+",,"mostly flailed and banged my knee on pope dispenser. but this line is fire, the sit is the real deal. im in love with columbia. vishaal got very close!","null","0","null"
"BOULDER","Montezuma's Revenge Right","Ahwahnee","Unknown Sector","Yosemite (CA)","US","2021-03-18T12:00:00Z","rp",,"4","0","35","null","7B+",,"Montezuma's sit start into Rubik's revenge (per the guidebook description/name). Sent Montezuma's 2 weeks ago, came back for completion on the block. Pretty damn hard lockoff into the crimps. Really good climb. Both left/right variations are stellar, and pretty damned hard.","null","0","null"
"BOULDER","Across the Tracks","Highway 140","Unknown Sector","Yosemite (CA)","US","2021-03-18T12:00:00Z","rp",,"4","0","35","null","7C+",,"Solo day out in the valley. Thin layer of snow on the ground. Crisp. Victory Lap Nipsey album on repeat. Project goes down. just one of those magic moments. put in the work on this one, every micro beta to put it together.","null","0","null"
"BOULDER","Rubik's Revenge","Ahwahnee","Unknown Sector","Yosemite (CA)","US","2021-03-18T12:00:00Z","rp",,"4","0","35","null","7A+",,"Awesome. When you figure out how to navigate the crimps, it climbs wonderfully.","null","0","null"
"BOULDER","Plenty of Fish","Unknown Boulder","End Zone","Yosemite (CA)","US","2021-03-21T12:00:00Z","rp",,"4","0","35","null","7A+",,"nice one Ryan!","null","0","null"
"BOULDER","Karate","Riverside Rock","Unknown Sector","Yosemite (CA)","US","2021-03-22T12:00:00Z","rp",,"4","0","35","null","7B+",,"tough moves on slopers. sit start is hard!","null","0","null"
"BOULDER","Crossroads Moe","Bridalveil","Unknown Sector","Yosemite (CA)","US","2021-03-22T12:00:00Z","rp",,"5","0","35","null","7A+",,"brilliant. go do this boulder.","null","0","null"
"BOULDER","Budōkan","Riverside Rock","Unknown Sector","Yosemite (CA)","US","2021-03-31T12:00:00Z","rp",,"4","0","35","null","7C+",,"slopers, pump, power. first move felt impossible until i figured out the back flag method. tough.","null","0","null"
"BOULDER","Katana","Ronin Boulder","Unknown Sector","Tahoe (CA)","US","2021-04-10T12:00:00Z","rp",,"3","0","35","null","7A+",,"fun one mover, easy.","null","0","null"
"BOULDER","Double Dragon","Ronin Boulder","Unknown Sector","Tahoe (CA)","US","2021-04-10T12:00:00Z","rp",,"4","0","35","null","7C",,"tough. very unusual style for tahoe, climbs like the happies. awesome.","null","0","null"
"BOULDER","Dano's Arete","Woodfords Canyon","Unknown Sector","Tahoe (CA)","US","2021-04-11T12:00:00Z","rp",,"0","0","35","null","7B+",,"nice rock, fun movement, soft.","null","0","null"
"BOULDER","Relentless","Fort Ross","Unknown Sector",,"US","2021-04-13T12:00:00Z","rp",,"5","0","35","null","8A",,"A million goes. Half a million punts. Unforgettable morning with Cyrus + Ari. Might be the best boulder I've ever touched.","null","0","null"
"BOULDER","Welcome to the Future","Hope Valley","Unknown Sector","Tahoe (CA)","US","2021-04-16T12:00:00Z","rp",,"5","0","35","null","7C+",,"easy money ","null","0","null"
"BOULDER","Secret Weapon","Ronin Boulder","Unknown Sector","Tahoe (CA)","US","2021-04-16T12:00:00Z","rp",,"4","0","35","null","7C+",,"woot. first sesh was a struggle. went quick second session. not too bad.","null","0","null"
"BOULDER","Black jettas","Luther Pass","Unknown Sector","Tahoe (CA)","US","2021-04-17T12:00:00Z","rp",,"3","0","35","null","7C",,"fun climb…sitter looks cool","null","0","null"
"BOULDER","Moon Tower","Single Boulders","Moon Tower","Tahoe (CA)","US","2021-04-17T12:00:00Z","f",,"5","0","1","null","7A+",,"one of the best easy climbs i’ve done in tahoe. beautiful feature + nice movement.","null","0","null"
"BOULDER","The Real Deal","Donner Summit","White Lines","Tahoe (CA)","US","2021-04-24T12:00:00Z","rp",,"5","0","35","null","7C+",,"single sesh easy money with the touchstone crew. who’s next","null","0","null"
"BOULDER","Endangered Species","Eagle Lakes Rd.","Unknown Sector","Tahoe (CA)","US","2021-04-24T12:00:00Z","rp",,"4","0","35","null","7A+",,"this thing needs more traffic! magnificent.","null","0","null"
"BOULDER","Foxy Lady","Kingsbury","kingsbury","Tahoe (CA)","US","2021-04-28T12:00:00Z","rp",,"5","0","35","null","7B+",,"that was hard. sick bp","null","0","null"
"BOULDER","Primitive Fire","Tahoe","Unknown Sector","Tahoe (CA)","US","2021-05-02T12:00:00Z","rp",,"4","0","35","null","7A+",,"jesse bonin delivers again. sick bp. not too bad. closer to v7.","null","0","null"
"BOULDER","The Pushover","Mountain Beavers","Unknown Sector","Tahoe (CA)","US","2021-05-02T12:00:00Z","rp",,"4","0","35","null","7B+",,"tricky! agree with roman one of the best at MB. i want the sit!!!","null","0","null"
"BOULDER","Peace of Mind","The Zephyrs","Unknown Sector","Tahoe (CA)","US","2021-05-03T12:00:00Z","rp",,"5","0","35","null","7B+",,"amazing.","null","0","null"
"BOULDER","Handle Bar Moustache","Hate Handles","Unknown Sector","Tahoe (CA)","US","2021-05-10T12:00:00Z","rp",,"4","0","35","null","7C",,"really delicate. unique movement. learned a little about kneebars today. techy.","null","0","null"
"BOULDER","All Or Nothing","Mountain Beavers","Unknown Sector","Tahoe (CA)","US","2021-05-10T12:00:00Z","rp",,"5","0","35","null","7C+",,"3 hikes to the mountain beavers.....2x solo with multiple pads.....happy to finish this one off.","null","0","null"
"BOULDER","Slapfight","Salt Point","Secrets","California","US","2021-05-16T12:00:00Z","rp",,"5","0","35","null","7B+",,"i attribute a lot of my climbing progression to chris summit’s local shenanigans. boss line. killer movement. surreal setting. always wanted to do this one, and chris delivered again.","null","0","null"
"BOULDER","Icarus","Columbia","Lower Arb",,"US","2021-05-21T12:00:00Z","rp",,"5","0","35","null","7C",,"did a bike instead of a bat hang. a classic for sure.","null","0","null"
"BOULDER","Complex by Design","Sonora","Labyrinth",,"US","2021-05-21T12:00:00Z","rp",,"5","0","35","null","7B+",,"a lesson in humility and a chance for redemption.....amazing boulder. complex sequence, aptly named.","null","0","null"
"BOULDER","Octagon Traverse","Cathedral Boulders","Unknown Sector","Yosemite (CA)","US","2021-05-26T12:00:00Z","rp",,"3","0","35","null","7B+",,"adds a hard intro sequence and some pump into the octagon. late night crazy rager 10pm sends with nick ;)","null","0","null"
"BOULDER","Athletes Die Young","Housekeeping","Unknown Sector","Yosemite (CA)","US","2021-05-26T12:00:00Z","rp",,"4","0","35","null","6C",,"fun move! thanks for the beta nick!","null","0","null"
"BOULDER","Globetrotters Sit","Lake Audrain","Unknown Sector","Tahoe (CA)","US","2021-05-29T12:00:00Z","rp",,"4","0","35","null","7C",,"compression first move into a rad v7. good one!","null","0","null"
"BOULDER","Smooth operator","Lake Audrain","Unknown Sector","Tahoe (CA)","US","2021-05-29T12:00:00Z","rp",,"4","0","35","null","7B+",,"sick little one mover","null","0","null"
"BOULDER","Calmer Than You Are","Woods Lake","Unknown Sector","Tahoe (CA)","US","2021-05-30T12:00:00Z","rp",,"5","0","35","null","7A+",,"really fun line. better than anything on the main boulder.","null","0","null"
"BOULDER","Buttload of Sausage","Woods Lake","Unknown Sector","Tahoe (CA)","US","2021-05-30T12:00:00Z","rp",,"5","0","35","null","7B+",,"harder than the other 8s on this block ","null","0","null"
"BOULDER","Funcrusher Plus","Kings Canyon","Unknown Sector",,"US","2021-06-02T12:00:00Z","rp",,"5","0","35","null","7C",,"“midnight lighting is the funcrusher of yosemite valley”.......thanks for the tour Ryan + Lauren.","null","0","null"
"BOULDER","Midnight McDonald's","Kings Canyon","Unknown Sector",,"US","2021-06-02T12:00:00Z","rp",,"5","0","35","null","7A",,"awesome movement, awesome holds!","null","0","null"
"BOULDER","Raven Air","Kings Canyon","Unknown Sector",,"US","2021-06-02T12:00:00Z","rp",,"5","0","2","null","6B",,"mega! crux high off the deck.","null","0","null"
"BOULDER","Fear of the Inevitable","Salt Point","call box","California","US","2021-06-05T12:00:00Z","rp",,"5","0","35","null","7A+",,"still goes. started standing low and right. v7 sounds about right.","null","0","null"
"BOULDER","Sabertooth Low","Salt Point","Secrets","California","US","2021-06-05T12:00:00Z","rp",,"3","0","35","null","7C",,"heinous. used some wacky flip beta I saw Tyler Gutierrez use on YT to get the right hand undercling. really hard first move....heel hook dead point to a sharp crimp, match, and do some tensiony shenanigans into the stand.","null","0","null"
"BOULDER","Slapstick","Secrets","Unknown Sector",,"US","2021-06-05T12:00:00Z","rp",,"5","0","35","null","7B+",,"a much harder exit to slap fight....last throw was really desperate. really good. another windy day at salt point.","null","0","null"
"BOULDER","Silver Fox","Kings Canyon","Funcrusher",,"US","2021-06-09T12:00:00Z","rp",,"4","0","35","null","7A+",,"Justin Alarcon FA I believe. A wonderful lesson in knee scumming.","null","0","null"
"BOULDER","Rio Mortal","Kings Canyon","Roads End",,"US","2021-06-09T12:00:00Z","rp",,"5","0","35","null","7C",,"Spectacular movement. All 5 stars, so good Ryan!!","null","0","null"
"BOULDER","Disco Bounce House","Kings Canyon","Unknown Sector",,"US","2021-06-09T12:00:00Z","rp",,"5","0","35","null","7B+",,"Wow! Nice work Ryan. Nifty heel perch! Pretty hard.","null","0","null"
"BOULDER","Methane","Kings Canyon","Mountain Road",,"US","2021-06-09T12:00:00Z","rp",,"5","0","35","null","7A+",,"gymnastic, super fun!","null","0","null"
"BOULDER","Raging Buhl","Kirkwood Lake","Lost World","Tahoe (CA)","US","2021-06-12T12:00:00Z","rp",,"5","0","35","null","7C",,"surprised myself when i stuck the sidepull. a high quality boulder problem.","null","0","null"
"BOULDER","Demon on a Leash","Kirkwood Lake","Lost World","Tahoe (CA)","US","2021-06-12T12:00:00Z","rp",,"5","0","35","null","7B+",,"fun move!","null","0","null"
"BOULDER","Warm Blood","Kings Canyon","Party for One",,"US","2021-06-16T12:00:00Z","rp",,"5","0","35","null","7A+",,"beautiful line. crux is hard! little groove in the right hand crimp, match the nada sloper. high tension, incredible sequence.","null","0","null"
"BOULDER","Boy Problems","Kings Canyon","Party for One",,"US","2021-06-16T12:00:00Z","rp",,"5","0","35","null","7B+",,"tough mantle. ended up flipping the left hand and just doing a muscle up. good flow, cutting feet and all.","null","0","null"
"BOULDER","Since We Last Spoke","Kings Canyon","Roads End",,"US","2021-06-16T12:00:00Z","rp",,"5","0","35","null","7C",,"instant classic.","null","0","null"
"BOULDER","Mother of None","Kings Canyon","Unknown Sector",,"US","2021-06-16T12:00:00Z","rp",,"5","0","35","null","7A+",,"wow! incredible. thuggy slopes into a delicate spicy finish.","null","0","null"
"BOULDER","Hexxus","Kings Canyon","Unknown Sector",,"US","2021-06-16T12:00:00Z","rp",,"5","0","35","null","7A",,"i am in love with kings. this zone is stellar. lots of shade. moderate highballs are my jam.","null","0","null"
"BOULDER","Daily Dose","Kings Canyon","Unknown Sector",,"US","2021-06-16T12:00:00Z","rp",,"5","0","35","null","7A+",,"v8 is probably appropriate. hard mantle.","null","0","null"
"BOULDER","The Best Crack","Castle Peak","Lower Castle","Tahoe (CA)","US","2021-06-20T12:00:00Z","rp",,"5","0","35","null","7C",,"deceptively simple. one of the best at castle peak.","null","0","null"
"BOULDER","Body Glove","Castle Peak","Upper Castle","Tahoe (CA)","US","2021-06-20T12:00:00Z","rp",,"4","0","35","null","7B+",,"vishaal vs mosquitoes  ","null","0","null"
"BOULDER","Stupid Arete Low","Castle Peak","Upper Castle","Tahoe (CA)","US","2021-06-20T12:00:00Z","rp",,"4","0","35","null","7B+",,"psyched. slowly gonna get vishaal into night seshin.","null","0","null"
"BOULDER","Going for the Gusto Sit","Prosser Boulder","Unknown Sector","Tahoe (CA)","US","2021-06-20T12:00:00Z","rp",,"5","0","35","null","7B+",,"nice footwork. a billion degrees out.","null","0","null"
"BOULDER","Mt. Tamil Tiger Turd","Mt tam","The Ravine Boulder",,"US","2021-06-26T12:00:00Z","rp",,"4","0","35","null","7B+",,"not a turd","null","0","null"
"BOULDER","So I did it","Santa Barbara","Scofield park",,"US","2021-06-28T12:00:00Z","rp",,"5","0","35","null","7C",,"a nice consolation after getting humbled by verisimilitude.","null","0","null"
"BOULDER","Full Throttle","Malibu Tunnel Boulders","Unknown Sector",,"US","2021-06-29T12:00:00Z","rp",,"5","0","35","null","7A+",,"sit will go....","null","0","null"
"BOULDER","The Terminator","Malibu Tunnel Boulders","Unknown Sector",,"US","2021-06-29T12:00:00Z","rp",,"5","0","35","null","7A+",,"sit will go....","null","0","null"
"BOULDER","Whirlpool Roof","Purple Stones","Whirlpool",,"US","2021-06-29T12:00:00Z","rp",,"5","0","35","null","7A+",,"fun!","null","0","null"
"BOULDER","The Procrastinator","Malibu Tunnel Boulders","Unknown Sector",,"US","2021-06-29T12:00:00Z","rp",,"4","0","35","null","7A+",,"fun volume. got to meet samsquatch.","null","0","null"
"BOULDER","purple prow","Purple Stones","Unknown Sector",,"US","2021-06-29T12:00:00Z","rp",,"5","0","35","null","7B+",,"chill after I figured out the high right heel beta for the end. amazing climb.","null","0","null"
"BOULDER","Whirlpool Arete","Purple Stones","Whirlpool",,"US","2021-07-04T12:00:00Z","rp",,"4","0","35","null","7C",,"book says v8........very hard for me. one really hard left throw crux surrounded by hard, committing moves. shit landing, and the topout is no gimme when pumped. hopefully i get vishaal hyped on malibu.","null","0","null"
"BOULDER","Pablo Escobar","Malibu Tunnel Boulders","Unknown Sector",,"US","2021-07-05T12:00:00Z","rp",,"5","0","35","null","7B+",,"good movement","null","0","null"
"BOULDER","Terminator Sit","Malibu Tunnel Boulders","Unknown Sector",,"US","2021-07-05T12:00:00Z","rp",,"5","0","35","null","7C+",,"amazing boulder. amazing day with vishaal. grateful!","null","0","null"
"BOULDER","Full Throttle Sit","Malibu Tunnel Boulders","Unknown Sector",,"US","2021-07-05T12:00:00Z","rp",,"5","0","35","null","7C+",,"damn that was hard. punted the top move too many times. battled the heat.","null","0","null"
"BOULDER","Arboretum Sit","Potters Point","Unknown Sector",,"US","2021-07-06T12:00:00Z","rp",,"5","0","35","null","7B+",,"not sure how i didn’t try this before. amazing. ","null","0","null"
"BOULDER","High Spirits","Mt tam","lakeview",,"US","2021-07-10T12:00:00Z","rp",,"4","0","35","null","7A+",,"def one of the better blocks at tam.","null","0","null"
"BOULDER","Renegades of Funk","Super Slab","Unknown Sector",,"US","2021-07-10T12:00:00Z","rp",,"3","0","35","null","7C",,"drop in reverse mantle adds a full grade. sick one Chris!","null","0","null"
"BOULDER","Chuck Norris","Super Slab","Unknown Sector",,"US","2021-07-10T12:00:00Z","rp",,"3","0","35","null","7A+",,"rad movement. dab factor detracts.","null","0","null"
"BOULDER","Over the Hill","Super Slab","Unknown Sector",,"US","2021-07-13T12:00:00Z","rp",,"3","0","35","null","7A+",,"thought i did bulls but chris corrected me. over the hill it is then. name aside, an awesome climb!","null","0","null"
"BOULDER","Buddhas Underbelly","Dutch Bill","Unknown Sector",,"US","2021-07-14T12:00:00Z","rp",,"5","0","35","null","7C",,"tricky dyno at my height. pogo. blind, extended. power isn’t bad, latch is tough. favorite on the boulder thus far. flying dutchman water looks low........","null","0","null"
"BOULDER","Social Distancing Low","occidental","Boho",,"US","2021-07-14T12:00:00Z","rp",,"3","0","35","null","7A+",,"v7 is fair. mantle remains the hardest move on the boulder even with the low start. a bit crumbly, unfortunately.","null","0","null"
"BOULDER","Save the Best for Last","Malibu Tunnel Boulders","Unknown Sector",,"US","2021-07-17T12:00:00Z","rp",,"5","0","35","null","7B+",,"awesome roof into a spicy throw. recommend for sure!","null","0","null"
"BOULDER","Bandito","Santa Barbara","Brickyard",,"US","2021-07-17T12:00:00Z","rp",,"5","0","35","null","7C",,"sending anindo chatterjee my regards","null","0","null"
"BOULDER","El Chapo","Malibu Tunnel Boulders","Unknown Sector",,"US","2021-07-17T12:00:00Z","rp",,"5","0","35","null","7C",,"good flow!","null","0","null"
"BOULDER","Lycraverse","Malibu Tunnel Boulders","Main Cluster",,"US","2021-07-17T12:00:00Z","rp",,"5","0","35","null","7B+",,"sick toe hook squeezer....hard","null","0","null"
"BOULDER","purple people eater","Purple Stones","Unknown Sector",,"US","2021-07-18T12:00:00Z","rp",,"4","0","53","null","7C",,"very technical lowball. subtle toe hook under the roof is key. dropped into the right hand undercling. very fun.","null","0","null"
"BOULDER","Purple Squeeze","Purple Stones","Unknown Sector",,"US","2021-07-18T12:00:00Z","rp",,"5","0","35","null","7B+",,"amazing heel hook throw. really fun.","null","0","null"
"BOULDER","Wolf at the door","Kings Canyon","Fernlands",,"US","2021-07-26T12:00:00Z","rp",,"5","0","35","null","7A+",,"Did both variations, starting left on the arete, as well as a double undercling crimp start Spenser came up with. Really cool moves. Classic.","null","0","null"
"BOULDER","Petrichor Perfume","Kings Canyon","Fernlands",,"US","2021-07-26T12:00:00Z","rp",,"5","0","35","null","7B+",,"pretty stout v7. one tricky throw move. Spenser came up with some novel beta going up right, bypassing the throw.","null","0","null"
"BOULDER","Fantastic Damage","Kings Canyon","Funcrusher",,"US","2021-07-26T12:00:00Z","rp",,"4","0","35","null","7C",,"tough! a lot of goes.","null","0","null"
"BOULDER","Living in the Last Daze","Kings Canyon","Disco Bounce House",,"US","2021-07-26T12:00:00Z","rp",,"4","0","35","null","7A+",,"Slopers + pinches. Thanks for the spot Cyrus!","null","0","null"
"BOULDER","Cattywampus","Kings Canyon","Stables",,"US","2021-07-26T12:00:00Z","rp",,"5","0","35","null","6C",,"heady....","null","0","null"
"BOULDER","Master of None","Kings Canyon","Unknown Sector",,"US","2021-07-26T12:00:00Z","rp",,"4","0","35","null","7C",,"loved this one. initially discussed with ryan, seemed like a bit of an eliminate. but in actuality it ended up being incredibly sick, clean, and fun. highly recommend.","null","0","null"
"BOULDER","Earworm","Kings Canyon","Funcrusher",,"US","2021-07-26T12:00:00Z","rp",,"4","0","35","null","7B+",,"Casey Zak FA. Awesome little boulder with subtle beta.","null","0","null"
"BOULDER","Trust Fall","Kings Canyon","Mother of None",,"US","2021-07-26T12:00:00Z","rp",,"4","0","35","null","7B+",,"beautiful sloping rail on a slightly overhanging face. thanks for the spot Cyrus!","null","0","null"
"BOULDER","Fern down for what","Kings Canyon","Fernlands",,"US","2021-07-26T12:00:00Z","rp",,"5","0","35","null","7A+",,"Incredible movement. One of the best moderates ive done in kings. Cannot recommend enough.","null","0","null"
"BOULDER","Fly by night","Kings Canyon","Stables",,"US","2021-07-26T12:00:00Z","rp",,"3","0","35","null","7A+",,"Casey FA I believe. Nice one!","null","0","null"
"BOULDER","Howl","Kings Canyon","Fernlands",,"US","2021-07-31T12:00:00Z","rp",,"5","0","35","null","7B+",,"nice one spenser. late night sends with the legends","null","0","null"
"BOULDER","Smokey Treat","Benwood Meadows","Unknown Sector","Tahoe (CA)","US","2021-07-31T12:00:00Z","rp",,"4","0","35","null","7B+",,"hike sucked but this one was sick","null","0","null"
"BOULDER","Smoke Em If Ya Got Em","Benwood Meadows","Unknown Sector","Tahoe (CA)","US","2021-07-31T12:00:00Z","rp",,"3","0","35","null","7B+",,"watched vishaal float it then struggled my way up 45min later. small holds.","null","0","null"
"BOULDER","Trust Fall Direct","Kings Canyon","Mother of None",,"US","2021-07-31T12:00:00Z","rp",,"5","0","35","null","7B+",,"even better than the original. doesn’t add anything but nice to move upward!","null","0","null"
"BOULDER","Wing & a Prayer","Camouflage Forest","Unknown Sector","Tahoe (CA)","US","2021-08-01T12:00:00Z","rp",,"5","0","35","null","7C",,"hail mary","null","0","null"
"BOULDER","Bapst","Camouflage Forest","Unknown Sector","Tahoe (CA)","US","2021-08-01T12:00:00Z","rp",,"4","0","35","null","7A+",,"fun techer ","null","0","null"
"BOULDER","Human Math","Camouflage Forest","Unknown Sector","Tahoe (CA)","US","2021-08-01T12:00:00Z","rp",,"5","0","35","null","7B+",,"amazing boulder. camo forest underrated af.","null","0","null"
"BOULDER","Karate Kid","Way Lake","Talus",,"US","2021-08-07T12:00:00Z","rp",,"4","0","35","null","7B+",,"vishaal ripped his fingers on the razor undercling. i sent. psych was not high.","null","0","null"
"BOULDER","Hands and Feet","Way Lake","Unknown Sector",,"US","2021-08-07T12:00:00Z","rp",,"5","0","35","null","7B+",,"felt as hard if not harder than the direct. connor and nate lead the way, i humbly followed.","null","0","null"
"BOULDER","Crimp Ladder","Way Lake","Crimp Ladder",,"US","2021-08-07T12:00:00Z","rp",,"5","0","35","null","7A+",,"beautiful.","null","0","null"
"BOULDER","hands and feet direct","Way Lake","Unknown Sector",,"US","2021-08-07T12:00:00Z","rp",,"5","0","35","null","7B+",,"basically the same as the left line, one big huck.","null","0","null"
"BOULDER","Crimp Ladder Right","Way Lake","Unknown Sector",,"US","2021-08-07T12:00:00Z","rp",,"4","0","35","null","7B+",,"i didn’t like clambering over the rock. other than that, really stellar.","null","0","null"
"BOULDER","Ugly Duckling","Way Lake","1-6-9 Boulder",,"US","2021-08-08T12:00:00Z","rp",,"5","0","35","null","7C",,"didn’t think i could actually hang those pockets. not too fingery with the right footwork.","null","0","null"
"BOULDER","Knife Dance","Way Lake","Lower Talus",,"US","2021-08-08T12:00:00Z","rp",,"5","0","35","null","7B+",,"padding and working this thing is a pain in the butt. that said, minus the landing, it’s stellar.","null","0","null"
"BOULDER","Green Mamba","Way Lake","Green 15",,"US","2021-08-08T12:00:00Z","rp",,"5","0","35","null","7A+",,"crimp crimp crimp.","null","0","null"
"BOULDER","Meadow Roof SDS","Way Lake","Unknown Sector",,"US","2021-08-08T12:00:00Z","rp",,"5","0","35","null","7C",,"sit adds one hard move. got to climb with demart!!","null","0","null"
"BOULDER","Serpentine","Way Lake","Talus",,"US","2021-08-08T12:00:00Z","rp",,"5","0","35","null","7B+",,"might be the best i’ve done at way","null","0","null"
"BOULDER","Meadow Face Sit","Way Lake","The Meadow",,"US","2021-08-08T12:00:00Z","rp",,"5","0","35","null","7C",,"best one of the day. speechless. too good.","null","0","null"
"BOULDER","Black buddha","Way Lake","Meadow",,"US","2021-08-09T12:00:00Z","rp",,"4","0","35","null","7B+",,"good news is that i found my yerba mate","null","0","null"
"BOULDER","Shake 'n' Bake","Way Lake","The Meadow",,"US","2021-08-09T12:00:00Z","rp",,"4","0","35","null","7B+",,"knee scum is the way","null","0","null"
"BOULDER","Two Dragons","Way Lake","Meadow",,"US","2021-08-09T12:00:00Z","rp",,"5","0","35","null","7C",,"thank you andy liu","null","0","null"
"BOULDER","Knife Dance sit","Way Lake","Unknown Sector",,"US","2021-08-09T12:00:00Z","rp",,"5","0","35","null","7C",,"no pads on the slab and shirtless for full points","null","0","null"
"BOULDER","Sea snake","River Mouth","Unknown Sector",,"US","2021-08-15T12:00:00Z","rp",,"4","0","35","null","7A",,"Tyler Guttierez FA. Nice little right variation to fish face.","null","0","null"
"BOULDER","Bon Voyage","River Mouth","Unknown Sector",,"US","2021-08-15T12:00:00Z","rp",,"5","0","35","null","7C+",,"Tyler Guttierez FA. amazing amazing line. world cup shit. take all the stars. this thing is next level.","null","0","null"
"BOULDER","Fish Face Sit","River Mouth","Unknown Sector",,"US","2021-08-15T12:00:00Z","rp",,"5","0","35","null","7B+",,"Top move is hard. It goes with both a dyno and a heel hook throw. v7/8 imo. stellar. Thanks to Chris Terry for bringing this rig back into vogue.","null","0","null"
"BOULDER","Ursa Minor","Kings Canyon","Zumwalt Meadows",,"US","2021-08-23T12:00:00Z","rp",,"4","0","35","null","7A+",,"stand start to Ursa Major off the lowest part of the jug rail. sloper madness, really nice in primo blazing sun temps.","null","0","null"
"BOULDER","Biofreeze","Kings Canyon","Knapp's Cabin",,"US","2021-08-23T12:00:00Z","rp",,"3","0","35","null","7A+",,"Little mini roof thing to the right of boys on the tracks. fun.","null","0","null"
"BOULDER","The Cold Vein","Kings Canyon","Zumwalt Meadows",,"US","2021-08-23T12:00:00Z","rp",,"5","0","35","null","7B+",,"the beta is to have breakfast at Zumwalt, river dip, take a poop, then head across the street to this banger","null","0","null"
"BOULDER","V-Up","Kings Canyon","River Road",,"US","2021-08-23T12:00:00Z","rp",,"4","0","35","null","7B+",,"Really rad. Kinda comparable to fantastic damage to me in terms of 1 move dura dura","null","0","null"
"BOULDER","Cut to the Feeling","Kings Canyon","Party for One",,"US","2021-08-23T12:00:00Z","rp",,"4","0","35","null","7B+",,"3 sessions of struggle. Ryan told me to rock all my weight into the left hip. and then it felt easy.","null","0","null"
"BOULDER","Screech","Kings Canyon","River Road",,"US","2021-08-23T12:00:00Z","rp",,"5","0","35","null","7A+",,"committing crux. brilliant little boulder.","null","0","null"
"BOULDER","Brainchild","Kings Canyon","River Road",,"US","2021-08-23T12:00:00Z","rp",,"4","0","35","null","7B+",,"technical + hard","null","0","null"
"BOULDER","Kombucha Cider","Kings Canyon","Zumwalt Meadows",,"US","2021-08-23T12:00:00Z","rp",,"4","0","35","null","6C",,"watch you head!","null","0","null"
"BOULDER","Toretto","Kings Canyon","Mountain Road",,"US","2021-08-23T12:00:00Z","rp",,"5","0","35","null","7C+",,"mega.","null","0","null"
"BOULDER","Nuck Chorris","Super Slab","Unknown Sector",,"US","2021-08-28T12:00:00Z","rp",,"4","0","35","null","7B+",,"a really good boulder. hard to pad the danger zone. don’t fall.","null","0","null"
